transaction_id,date,department,expense_category,vendor,amount_inr,cost_center,approved_by,description,month,day_of_week,is_weekend,flag_statistical_outlier,flag_isolation_forest,flag_possible_duplicate,any_flag
TXN01151,2025-06-15,Admin,Office Supplies,Staples India,11300.0,CC-ADM-3,EMP1016,Office Supplies - routine admin expense,2025-06,Sunday,True,False,False,False,False
TXN01470,2025-06-15,Production,IT Services & Software,TCS,244800.0,CC-PRO-1,EMP1015,IT Services & Software - routine production expense,2025-06,Sunday,True,False,False,False,False
TXN00567,2025-06-15,Hr,Contractor Payment,Tata Projects,773700.0,CC-HR-3,EMP1024,Contractor Payment - routine hr expense,2025-06,Sunday,True,False,True,False,True
TXN01488,2025-06-15,Production,Contractor Payment,Reliance Infra Services,1306600.0,CC-PRO-1,EMP1038,Contractor Payment - routine production expense,2025-06,Sunday,True,False,True,False,True
TXN01492,2025-06-15,Finance,Travel & Conveyance,Local Taxi Union,9500.0,CC-FIN-2,EMP1036,Travel & Conveyance - routine finance expense,2025-06,Sunday,True,False,False,True,True
TXN01753,2025-06-16,Procurement,Equipment Maintenance,Local Workshop Co,398000.0,CC-PRO-1,EMP1016,Equipment Maintenance - routine procurement expense,2025-06,Monday,False,False,False,False,False
TXN01707,2025-06-16,Maintenance,Utilities,Municipal Water Dept,110800.0,CC-MAI-3,EMP1027,Utilities - routine maintenance expense,2025-06,Monday,False,False,False,False,False
TXN01142,2025-06-16,Logistics,Training & Seminars,IIM Institute,38300.0,CC-LOG-1,EMP1023,Training & Seminars - routine logistics expense,2025-06,Monday,False,False,False,False,False
TXN00033,2025-06-16,Hr,Fuel & POL,HPCL,95200.0,CC-HR-3,EMP1029,Fuel & POL - routine hr expense,2025-06,Monday,False,False,False,False,False
TXN01637,2025-06-16,Admin,Fuel & POL,IndianOil Corp,87900.0,CC-ADM-1,EMP1048,Fuel & POL - routine admin expense,2025-06,Monday,False,False,False,False,False
TXN01667,2025-06-16,It,Training & Seminars,Internal Training Cell,30400.0,CC-IT-2,EMP1015,Training & Seminars - routine it expense,2025-06,Monday,False,False,False,False,False
TXN00500,2025-06-16,Finance,Contractor Payment,Tata Projects,1734700.0,CC-FIN-3,EMP1043,Contractor Payment - routine finance expense,2025-06,Monday,False,False,True,False,True
TXN00702,2025-06-16,Hr,Fuel & POL,HPCL,107900.0,CC-HR-2,EMP1005,Fuel & POL - routine hr expense,2025-06,Monday,False,False,False,False,False
TXN01001,2025-06-17,Maintenance,Catering & Hospitality,Local Caterers Assoc,27500.0,CC-MAI-2,EMP1017,Catering & Hospitality - routine maintenance expense,2025-06,Tuesday,False,False,False,False,False
TXN01344,2025-06-17,Production,IT Services & Software,TCS,121200.0,CC-PRO-1,EMP1006,IT Services & Software - routine production expense,2025-06,Tuesday,False,False,False,False,False
TXN00477,2025-06-17,Production,Equipment Maintenance,Larsen & Toubro,494700.0,CC-PRO-1,EMP1037,Equipment Maintenance - routine production expense,2025-06,Tuesday,False,False,False,False,False
TXN01242,2025-06-18,It,Office Supplies,Local Stationery Mart,11700.0,CC-IT-3,EMP1045,Office Supplies - routine it expense,2025-06,Wednesday,False,False,False,False,False
TXN01772,2025-06-18,Logistics,Travel & Conveyance,Local Taxi Union,9500.0,CC-LOG-2,EMP1017,Travel & Conveyance - routine logistics expense,2025-06,Wednesday,False,False,False,True,True
TXN00261,2025-06-18,Drilling,Catering & Hospitality,Taj Catering Services,55300.0,CC-DRI-2,EMP1047,Catering & Hospitality - routine drilling expense,2025-06,Wednesday,False,False,False,False,False
TXN00282,2025-06-18,Drilling,Fuel & POL,HPCL,219300.0,CC-DRI-1,EMP1021,Fuel & POL - routine drilling expense,2025-06,Wednesday,False,False,False,False,False
TXN00890,2025-06-18,It,Utilities,State Electricity Board,137300.0,CC-IT-1,EMP1025,Utilities - routine it expense,2025-06,Wednesday,False,False,False,False,False
TXN00847,2025-06-19,Admin,Office Supplies,Local Stationery Mart,6000.0,CC-ADM-1,EMP1042,Office Supplies - routine admin expense,2025-06,Thursday,False,False,False,False,False
TXN01418,2025-06-20,Drilling,Office Supplies,Local Stationery Mart,5200.0,CC-DRI-3,EMP1022,Office Supplies - routine drilling expense,2025-06,Friday,False,False,False,False,False
TXN01747,2025-06-20,Maintenance,Travel & Conveyance,Air India,22900.0,CC-MAI-3,EMP1009,Travel & Conveyance - routine maintenance expense,2025-06,Friday,False,False,False,False,False
TXN00150,2025-06-20,Hse,Fuel & POL,IndianOil Corp,198400.0,CC-HSE-2,EMP1020,Fuel & POL - routine hse expense,2025-06,Friday,False,False,False,False,False
TXN00713,2025-06-20,Drilling,Training & Seminars,IIM Institute,67100.0,CC-DRI-1,EMP1035,Training & Seminars - routine drilling expense,2025-06,Friday,False,False,False,False,False
TXN01415,2025-06-21,Maintenance,Contractor Payment,Local Contractor Pvt Ltd,1013600.0,CC-MAI-3,EMP1017,Contractor Payment - routine maintenance expense,2025-06,Saturday,True,False,True,False,True
TXN01346,2025-06-21,Production,Fuel & POL,IndianOil Corp,45500.0,CC-PRO-1,EMP1003,Fuel & POL - routine production expense,2025-06,Saturday,True,False,False,False,False
TXN01549,2025-06-22,Admin,Office Supplies,Staples India,9300.0,CC-ADM-2,EMP1033,Office Supplies - routine admin expense,2025-06,Sunday,True,False,False,False,False
TXN00462,2025-06-22,Logistics,IT Services & Software,TCS,206200.0,CC-LOG-1,EMP1029,IT Services & Software - routine logistics expense,2025-06,Sunday,True,False,False,False,False
TXN01170,2025-06-22,Production,Equipment Maintenance,Schlumberger,588600.0,CC-PRO-3,EMP1028,Equipment Maintenance - routine production expense,2025-06,Sunday,True,False,False,False,False
TXN00287,2025-06-22,Drilling,Travel & Conveyance,Local Taxi Union,19000.0,CC-DRI-1,EMP1038,Travel & Conveyance - routine drilling expense,2025-06,Sunday,True,False,False,False,False
TXN00145,2025-06-22,Logistics,Catering & Hospitality,Local Caterers Assoc,52500.0,CC-LOG-3,EMP1020,Catering & Hospitality - routine logistics expense,2025-06,Sunday,True,False,False,False,False
TXN00982,2025-06-22,It,Fuel & POL,IndianOil Corp,248300.0,CC-IT-3,EMP1025,Fuel & POL - routine it expense,2025-06,Sunday,True,False,False,False,False
TXN00022,2025-06-22,Drilling,Catering & Hospitality,Local Caterers Assoc,54600.0,CC-DRI-2,EMP1012,Catering & Hospitality - routine drilling expense,2025-06,Sunday,True,False,False,False,False
TXN01395,2025-06-23,Admin,Fuel & POL,IndianOil Corp,91200.0,CC-ADM-2,EMP1018,Fuel & POL - routine admin expense,2025-06,Monday,False,False,False,False,False
TXN01289,2025-06-23,It,Fuel & POL,IndianOil Corp,198300.0,CC-IT-3,EMP1002,Fuel & POL - routine it expense,2025-06,Monday,False,False,False,False,False
TXN00581,2025-06-23,It,Office Supplies,Staples India,2600.0,CC-IT-3,EMP1044,Office Supplies - routine it expense,2025-06,Monday,False,False,False,False,False
TXN00433,2025-06-23,Procurement,Travel & Conveyance,IRCTC,7600.0,CC-PRO-3,EMP1002,Travel & Conveyance - routine procurement expense,2025-06,Monday,False,False,False,False,False
TXN00239,2025-06-23,Maintenance,Contractor Payment,Tata Projects,90700.0,CC-MAI-1,EMP1002,Contractor Payment - routine maintenance expense,2025-06,Monday,False,False,False,False,False
TXN00645,2025-06-23,Hse,Catering & Hospitality,Taj Catering Services,30400.0,CC-HSE-3,EMP1007,Catering & Hospitality - routine hse expense,2025-06,Monday,False,False,False,False,False
TXN01029,2025-06-23,Hse,Equipment Maintenance,Local Workshop Co,396200.0,CC-HSE-3,EMP1046,Equipment Maintenance - routine hse expense,2025-06,Monday,False,False,False,False,False
TXN01199,2025-06-24,Drilling,Equipment Maintenance,Local Workshop Co,162500.0,CC-DRI-3,EMP1034,Equipment Maintenance - routine drilling expense,2025-06,Tuesday,False,False,False,False,False
TXN01172,2025-06-24,Production,IT Services & Software,Local IT Vendor,295400.0,CC-PRO-3,EMP1023,IT Services & Software - routine production expense,2025-06,Tuesday,False,False,False,False,False
TXN01641,2025-06-24,Procurement,Fuel & POL,IndianOil Corp,156300.0,CC-PRO-3,EMP1047,Fuel & POL - routine procurement expense,2025-06,Tuesday,False,False,False,False,False
TXN00839,2025-06-24,It,IT Services & Software,Microsoft India,239300.0,CC-IT-3,EMP1002,IT Services & Software - routine it expense,2025-06,Tuesday,False,False,False,False,False
TXN00965,2025-06-25,Drilling,Travel & Conveyance,IRCTC,9700.0,CC-DRI-3,EMP1031,Travel & Conveyance - routine drilling expense,2025-06,Wednesday,False,False,False,False,False
TXN01019,2025-06-25,Finance,Contractor Payment,Tata Projects,1560400.0,CC-FIN-1,EMP1025,Contractor Payment - routine finance expense,2025-06,Wednesday,False,False,False,False,False
TXN01778,2025-06-25,Admin,Fuel & POL,IndianOil Corp,159300.0,CC-ADM-2,EMP1046,Fuel & POL - routine admin expense,2025-06,Wednesday,False,False,False,False,False
TXN00662,2025-06-25,Drilling,Contractor Payment,Tata Projects,220700.0,CC-DRI-3,EMP1023,Contractor Payment - routine drilling expense,2025-06,Wednesday,False,False,False,False,False
TXN00856,2025-06-25,Admin,Catering & Hospitality,Local Caterers Assoc,20900.0,CC-ADM-3,EMP1005,Catering & Hospitality - routine admin expense,2025-06,Wednesday,False,False,False,False,False
TXN00193,2025-06-25,Production,Training & Seminars,NIIT,68700.0,CC-PRO-1,EMP1047,Training & Seminars - routine production expense,2025-06,Wednesday,False,False,False,False,False
TXN00660,2025-06-26,Drilling,Utilities,State Electricity Board,120800.0,CC-DRI-1,EMP1020,Utilities - routine drilling expense,2025-06,Thursday,False,False,False,False,False
TXN01314,2025-06-26,Admin,Contractor Payment,Local Contractor Pvt Ltd,1498500.0,CC-ADM-2,EMP1030,Contractor Payment - routine admin expense,2025-06,Thursday,False,False,True,False,True
TXN00071,2025-06-26,Procurement,Training & Seminars,Internal Training Cell,74700.0,CC-PRO-3,EMP1012,Training & Seminars - routine procurement expense,2025-06,Thursday,False,False,False,False,False
TXN01558,2025-06-26,Hse,Catering & Hospitality,Taj Catering Services,38400.0,CC-HSE-2,EMP1043,Catering & Hospitality - routine hse expense,2025-06,Thursday,False,False,False,False,False
TXN01048,2025-06-26,Procurement,Training & Seminars,NIIT,52600.0,CC-PRO-2,EMP1042,Training & Seminars - routine procurement expense,2025-06,Thursday,False,False,False,False,False
TXN01452,2025-06-27,It,Utilities,State Electricity Board,154600.0,CC-IT-1,EMP1015,Utilities - routine it expense,2025-06,Friday,False,False,False,False,False
TXN00314,2025-06-27,Admin,Office Supplies,Staples India,4200.0,CC-ADM-1,EMP1017,Office Supplies - routine admin expense,2025-06,Friday,False,False,False,False,False
TXN00007,2025-06-27,It,Catering & Hospitality,Taj Catering Services,7700.0,CC-IT-3,EMP1043,Catering & Hospitality - routine it expense,2025-06,Friday,False,False,False,False,False
TXN00604,2025-06-27,Hr,IT Services & Software,Local IT Vendor,74800.0,CC-HR-3,EMP1001,IT Services & Software - routine hr expense,2025-06,Friday,False,False,False,False,False
TXN00113,2025-06-28,Maintenance,Equipment Maintenance,BHEL,217700.0,CC-MAI-1,EMP1036,Equipment Maintenance - routine maintenance expense,2025-06,Saturday,True,False,False,False,False
TXN00830,2025-06-28,Admin,Utilities,State Electricity Board,123800.0,CC-ADM-2,EMP1033,Utilities - routine admin expense,2025-06,Saturday,True,False,False,False,False
TXN00561,2025-06-28,Hr,Contractor Payment,Reliance Infra Services,1116400.0,CC-HR-1,EMP1039,Contractor Payment - routine hr expense,2025-06,Saturday,True,False,True,False,True
TXN01007,2025-06-28,Finance,IT Services & Software,Wipro,328500.0,CC-FIN-1,EMP1006,IT Services & Software - routine finance expense,2025-06,Saturday,True,False,False,False,False
TXN01582,2025-06-28,It,Catering & Hospitality,Taj Catering Services,19300.0,CC-IT-1,EMP1001,Catering & Hospitality - routine it expense,2025-06,Saturday,True,False,False,False,False
TXN00668,2025-06-28,Hr,Training & Seminars,NIIT,74500.0,CC-HR-3,EMP1023,Training & Seminars - routine hr expense,2025-06,Saturday,True,False,False,False,False
TXN00207,2025-06-29,Finance,Fuel & POL,BPCL,137500.0,CC-FIN-3,EMP1047,Fuel & POL - routine finance expense,2025-06,Sunday,True,False,False,False,False
TXN00879,2025-06-29,Hr,Fuel & POL,IndianOil Corp,214500.0,CC-HR-1,EMP1003,Fuel & POL - routine hr expense,2025-06,Sunday,True,False,False,False,False
TXN00438,2025-06-29,Hse,Fuel & POL,IndianOil Corp,142300.0,CC-HSE-3,EMP1002,Fuel & POL - routine hse expense,2025-06,Sunday,True,False,False,False,False
TXN00812,2025-06-29,Finance,Contractor Payment,Reliance Infra Services,574200.0,CC-FIN-2,EMP1024,Contractor Payment - routine finance expense,2025-06,Sunday,True,False,False,False,False
TXN00173,2025-06-29,Maintenance,Fuel & POL,HPCL,36200.0,CC-MAI-1,EMP1010,Fuel & POL - routine maintenance expense,2025-06,Sunday,True,False,False,False,False
TXN01454,2025-06-30,Drilling,Travel & Conveyance,Air India,9800.0,CC-DRI-2,EMP1011,Travel & Conveyance - routine drilling expense,2025-06,Monday,False,False,False,False,False
TXN00569,2025-06-30,Admin,Training & Seminars,Internal Training Cell,38000.0,CC-ADM-2,EMP1039,Training & Seminars - routine admin expense,2025-06,Monday,False,False,False,False,False
TXN01568,2025-06-30,Hr,Utilities,State Electricity Board,29300.0,CC-HR-3,EMP1021,Utilities - routine hr expense,2025-06,Monday,False,False,False,False,False
TXN01259,2025-06-30,It,Office Supplies,Staples India,3300.0,CC-IT-1,EMP1040,Office Supplies - routine it expense,2025-06,Monday,False,False,False,False,False
TXN01023,2025-07-01,Logistics,Catering & Hospitality,Taj Catering Services,5200.0,CC-LOG-3,EMP1011,Catering & Hospitality - routine logistics expense,2025-07,Tuesday,False,False,False,False,False
TXN00139,2025-07-01,Admin,Contractor Payment,Local Contractor Pvt Ltd,1152700.0,CC-ADM-1,EMP1019,Contractor Payment - routine admin expense,2025-07,Tuesday,False,False,True,False,True
TXN01173,2025-07-01,Hr,IT Services & Software,TCS,81100.0,CC-HR-2,EMP1042,IT Services & Software - routine hr expense,2025-07,Tuesday,False,False,False,False,False
TXN01552,2025-07-01,Logistics,Contractor Payment,Tata Projects,384800.0,CC-LOG-2,EMP1018,Contractor Payment - routine logistics expense,2025-07,Tuesday,False,False,False,False,False
TXN00250,2025-07-01,Drilling,Fuel & POL,IndianOil Corp,73400.0,CC-DRI-2,EMP1019,Fuel & POL - routine drilling expense,2025-07,Tuesday,False,False,False,False,False
TXN01607,2025-07-01,Maintenance,Contractor Payment,Tata Projects,1049500.0,CC-MAI-3,EMP1003,Contractor Payment - routine maintenance expense,2025-07,Tuesday,False,False,False,False,False
TXN00557,2025-07-02,Logistics,Fuel & POL,IndianOil Corp,105600.0,CC-LOG-3,EMP1000,Fuel & POL - routine logistics expense,2025-07,Wednesday,False,False,False,False,False
TXN00085,2025-07-02,Procurement,Office Supplies,Local Stationery Mart,6600.0,CC-PRO-3,EMP1019,Office Supplies - routine procurement expense,2025-07,Wednesday,False,False,False,False,False
TXN00804,2025-07-02,Finance,Equipment Maintenance,Local Workshop Co,447400.0,CC-FIN-3,EMP1049,Equipment Maintenance - routine finance expense,2025-07,Wednesday,False,False,False,False,False
TXN00126,2025-07-02,It,Equipment Maintenance,Larsen & Toubro,413300.0,CC-IT-1,EMP1008,Equipment Maintenance - routine it expense,2025-07,Wednesday,False,False,False,False,False
TXN00410,2025-07-02,Hse,Training & Seminars,Internal Training Cell,34300.0,CC-HSE-1,EMP1011,Training & Seminars - routine hse expense,2025-07,Wednesday,False,False,False,False,False
TXN00025,2025-07-02,Drilling,Training & Seminars,IIM Institute,34100.0,CC-DRI-2,EMP1038,Training & Seminars - routine drilling expense,2025-07,Wednesday,False,False,False,False,False
TXN00326,2025-07-02,Drilling,Equipment Maintenance,Schlumberger,129800.0,CC-DRI-2,EMP1040,Equipment Maintenance - routine drilling expense,2025-07,Wednesday,False,False,False,False,False
TXN00693,2025-07-02,Logistics,Training & Seminars,IIM Institute,36700.0,CC-LOG-1,EMP1034,Training & Seminars - routine logistics expense,2025-07,Wednesday,False,False,False,False,False
TXN01447,2025-07-03,It,IT Services & Software,Local IT Vendor,301700.0,CC-IT-2,EMP1046,IT Services & Software - routine it expense,2025-07,Thursday,False,False,False,False,False
TXN01035,2025-07-03,Hr,Catering & Hospitality,Local Caterers Assoc,38700.0,CC-HR-2,EMP1028,Catering & Hospitality - routine hr expense,2025-07,Thursday,False,False,False,False,False
TXN00635,2025-07-03,Admin,Training & Seminars,IIM Institute,20900.0,CC-ADM-1,EMP1035,Training & Seminars - routine admin expense,2025-07,Thursday,False,False,False,False,False
TXN01757,2025-07-03,Logistics,Travel & Conveyance,IRCTC,35900.0,CC-LOG-1,EMP1003,Travel & Conveyance - routine logistics expense,2025-07,Thursday,False,False,False,False,False
TXN01401,2025-07-03,Production,Office Supplies,Staples India,11900.0,CC-PRO-3,EMP1025,Office Supplies - routine production expense,2025-07,Thursday,False,False,False,False,False
TXN01310,2025-07-03,It,Travel & Conveyance,IRCTC,40100.0,CC-IT-3,EMP1049,Travel & Conveyance - routine it expense,2025-07,Thursday,False,False,False,False,False
TXN00089,2025-07-04,Hr,Equipment Maintenance,Local Workshop Co,54000.0,CC-HR-3,EMP1016,Equipment Maintenance - routine hr expense,2025-07,Friday,False,False,False,False,False
TXN00719,2025-07-04,Hse,Contractor Payment,Local Contractor Pvt Ltd,1615600.0,CC-HSE-2,EMP1046,Contractor Payment - routine hse expense,2025-07,Friday,False,False,False,False,False
TXN00008,2025-07-04,Drilling,Training & Seminars,Internal Training Cell,16300.0,CC-DRI-2,EMP1005,Training & Seminars - routine drilling expense,2025-07,Friday,False,False,False,False,False
TXN01053,2025-07-04,Procurement,Office Supplies,Staples India,7100.0,CC-PRO-1,EMP1027,Office Supplies - routine procurement expense,2025-07,Friday,False,False,False,False,False
TXN01422,2025-07-04,Drilling,IT Services & Software,Local IT Vendor,114000.0,CC-DRI-1,EMP1049,IT Services & Software - routine drilling expense,2025-07,Friday,False,False,False,False,False
TXN01220,2025-07-05,Drilling,Fuel & POL,IndianOil Corp,124800.0,CC-DRI-3,EMP1047,Fuel & POL - routine drilling expense,2025-07,Saturday,True,False,False,False,False
TXN00170,2025-07-05,Procurement,Utilities,State Electricity Board,11900.0,CC-PRO-3,EMP1005,Utilities - routine procurement expense,2025-07,Saturday,True,False,False,False,False
TXN01547,2025-07-06,It,Training & Seminars,IIM Institute,35200.0,CC-IT-1,EMP1048,Training & Seminars - routine it expense,2025-07,Sunday,True,False,False,False,False
TXN01665,2025-07-06,It,IT Services & Software,TCS,142000.0,CC-IT-2,EMP1031,IT Services & Software - routine it expense,2025-07,Sunday,True,False,False,False,False
TXN01138,2025-07-07,Hse,Fuel & POL,IndianOil Corp,245000.0,CC-HSE-1,EMP1025,Fuel & POL - routine hse expense,2025-07,Monday,False,False,False,False,False
TXN01096,2025-07-07,Admin,Training & Seminars,Internal Training Cell,72800.0,CC-ADM-2,EMP1039,Training & Seminars - routine admin expense,2025-07,Monday,False,False,False,False,False
TXN00484,2025-07-07,Hse,Contractor Payment,Local Contractor Pvt Ltd,694000.0,CC-HSE-1,EMP1042,Contractor Payment - routine hse expense,2025-07,Monday,False,False,False,False,False
TXN01156,2025-07-07,Hse,Catering & Hospitality,Taj Catering Services,67603.093317987,CC-HSE-3,EMP1019,Catering & Hospitality - routine hse expense (unusually high amount),2025-07,Monday,False,False,False,False,False
TXN01741,2025-07-08,Maintenance,Equipment Maintenance,Larsen & Toubro,18300.0,CC-MAI-1,EMP1010,Equipment Maintenance - routine maintenance expense,2025-07,Tuesday,False,False,False,False,False
TXN01432,2025-07-08,Admin,Catering & Hospitality,Local Caterers Assoc,45900.0,CC-ADM-2,EMP1004,Catering & Hospitality - routine admin expense,2025-07,Tuesday,False,False,False,False,False
TXN00359,2025-07-08,Admin,Utilities,Municipal Water Dept,143800.0,CC-ADM-2,EMP1030,Utilities - routine admin expense,2025-07,Tuesday,False,False,False,False,False
TXN00252,2025-07-08,It,Training & Seminars,Internal Training Cell,69900.0,CC-IT-2,EMP1008,Training & Seminars - routine it expense,2025-07,Tuesday,False,False,False,False,False
TXN01181,2025-07-08,Finance,Fuel & POL,IndianOil Corp,244100.0,CC-FIN-3,EMP1024,Fuel & POL - routine finance expense,2025-07,Tuesday,False,False,False,False,False
TXN01320,2025-07-08,Finance,IT Services & Software,Microsoft India,307000.0,CC-FIN-3,EMP1036,IT Services & Software - routine finance expense,2025-07,Tuesday,False,False,False,False,False
TXN00466,2025-07-08,Finance,Travel & Conveyance,IRCTC,41400.0,CC-FIN-3,EMP1030,Travel & Conveyance - routine finance expense,2025-07,Tuesday,False,False,False,False,False
TXN00220,2025-07-09,Maintenance,Office Supplies,Staples India,11600.0,CC-MAI-3,EMP1000,Office Supplies - routine maintenance expense,2025-07,Wednesday,False,False,False,False,False
TXN00179,2025-07-09,Maintenance,Equipment Maintenance,Larsen & Toubro,9400.0,CC-MAI-2,EMP1011,Equipment Maintenance - routine maintenance expense,2025-07,Wednesday,False,False,False,False,False
TXN00533,2025-07-09,Hr,Utilities,Municipal Water Dept,133900.0,CC-HR-3,EMP1040,Utilities - routine hr expense,2025-07,Wednesday,False,False,False,False,False
TXN00934,2025-07-09,Logistics,Contractor Payment,Tata Projects,476600.0,CC-LOG-2,EMP1003,Contractor Payment - routine logistics expense,2025-07,Wednesday,False,False,False,False,False
TXN01378,2025-07-09,Logistics,Contractor Payment,Local Contractor Pvt Ltd,990700.0,CC-LOG-3,EMP1048,Contractor Payment - routine logistics expense,2025-07,Wednesday,False,False,False,False,False
TXN00353,2025-07-09,Hse,Contractor Payment,Reliance Infra Services,1415500.0,CC-HSE-1,EMP1044,Contractor Payment - routine hse expense,2025-07,Wednesday,False,False,False,False,False
TXN00411,2025-07-10,Maintenance,IT Services & Software,Wipro,318000.0,CC-MAI-1,EMP1028,IT Services & Software - routine maintenance expense,2025-07,Thursday,False,False,False,False,False
TXN00468,2025-07-10,Production,Fuel & POL,BPCL,199000.0,CC-PRO-2,EMP1016,Fuel & POL - routine production expense,2025-07,Thursday,False,False,False,False,False
TXN01273,2025-07-10,Hse,Office Supplies,Local Stationery Mart,10100.0,CC-HSE-2,EMP1039,Office Supplies - routine hse expense,2025-07,Thursday,False,False,False,False,False
TXN01710,2025-07-10,Admin,Equipment Maintenance,Larsen & Toubro,497400.0,CC-ADM-2,EMP1004,Equipment Maintenance - routine admin expense,2025-07,Thursday,False,False,False,False,False
TXN00088,2025-07-10,Procurement,Training & Seminars,NIIT,38100.0,CC-PRO-2,EMP1007,Training & Seminars - routine procurement expense,2025-07,Thursday,False,False,False,False,False
TXNOS004,2025-07-11,Maintenance,Equipment Maintenance,Local Workshop Co,532600.0,CC-MAI-1,EMP1012,Equipment Maintenance - recurring high-cost vendor,2025-07,Friday,False,False,False,False,False
TXN00027,2025-07-11,Logistics,Equipment Maintenance,BHEL,251300.0,CC-LOG-1,EMP1000,Equipment Maintenance - routine logistics expense,2025-07,Friday,False,False,False,False,False
TXN00854,2025-07-11,Finance,Training & Seminars,NIIT,79000.0,CC-FIN-2,EMP1000,Training & Seminars - routine finance expense,2025-07,Friday,False,False,False,False,False
TXN01571,2025-07-11,Hr,Office Supplies,Local Stationery Mart,11700.0,CC-HR-2,EMP1043,Office Supplies - routine hr expense,2025-07,Friday,False,False,False,False,False
TXN01168,2025-07-11,Hr,Contractor Payment,Local Contractor Pvt Ltd,609200.0,CC-HR-3,EMP1041,Contractor Payment - routine hr expense,2025-07,Friday,False,False,False,False,False
TXN01147,2025-07-11,Logistics,Utilities,Municipal Water Dept,96400.0,CC-LOG-2,EMP1021,Utilities - routine logistics expense,2025-07,Friday,False,False,False,False,False
TXN01796,2025-07-11,Hr,Training & Seminars,Internal Training Cell,59700.0,CC-HR-3,EMP1021,Training & Seminars - routine hr expense,2025-07,Friday,False,False,False,False,False
TXN01279,2025-07-12,Production,Catering & Hospitality,Taj Catering Services,12000.0,CC-PRO-2,EMP1007,Catering & Hospitality - routine production expense,2025-07,Saturday,True,False,False,False,False
TXN00358,2025-07-12,Admin,Office Supplies,Local Stationery Mart,3800.0,CC-ADM-3,EMP1034,Office Supplies - routine admin expense,2025-07,Saturday,True,False,False,False,False
TXN01235,2025-07-13,Finance,Office Supplies,Local Stationery Mart,4400.0,CC-FIN-2,EMP1037,Office Supplies - routine finance expense,2025-07,Sunday,True,False,False,False,False
TXN00212,2025-07-13,Hse,Training & Seminars,IIM Institute,63000.0,CC-HSE-3,EMP1009,Training & Seminars - routine hse expense,2025-07,Sunday,True,False,False,False,False
TXN01735,2025-07-13,Admin,Travel & Conveyance,IRCTC,43400.0,CC-ADM-2,EMP1046,Travel & Conveyance - routine admin expense,2025-07,Sunday,True,False,False,True,True
TXN01215,2025-07-14,Admin,Travel & Conveyance,IRCTC,39800.0,CC-ADM-1,EMP1027,Travel & Conveyance - routine admin expense,2025-07,Monday,False,False,False,False,False
TXN00544,2025-07-14,Drilling,Office Supplies,Local Stationery Mart,3300.0,CC-DRI-1,EMP1018,Office Supplies - routine drilling expense,2025-07,Monday,False,False,False,False,False
TXN01611,2025-07-14,Drilling,Catering & Hospitality,Local Caterers Assoc,8900.0,CC-DRI-2,EMP1016,Catering & Hospitality - routine drilling expense,2025-07,Monday,False,False,False,False,False
TXN00550,2025-07-14,Production,Equipment Maintenance,Larsen & Toubro,446200.0,CC-PRO-2,EMP1037,Equipment Maintenance - routine production expense,2025-07,Monday,False,False,False,False,False
TXN01216,2025-07-14,Maintenance,Travel & Conveyance,Air India,3700.0,CC-MAI-2,EMP1036,Travel & Conveyance - routine maintenance expense,2025-07,Monday,False,False,False,False,False
TXN01213,2025-07-14,Hr,IT Services & Software,Microsoft India,320700.0,CC-HR-1,EMP1032,IT Services & Software - routine hr expense,2025-07,Monday,False,False,False,False,False
TXN01564,2025-07-14,Procurement,Equipment Maintenance,Larsen & Toubro,79500.0,CC-PRO-3,EMP1022,Equipment Maintenance - routine procurement expense,2025-07,Monday,False,False,False,False,False
TXN01467,2025-07-14,Hr,Contractor Payment,Local Contractor Pvt Ltd,1335700.0,CC-HR-1,EMP1042,Contractor Payment - routine hr expense,2025-07,Monday,False,False,False,False,False
TXN00435,2025-07-15,Procurement,Contractor Payment,Tata Projects,660800.0,CC-PRO-1,EMP1036,Contractor Payment - routine procurement expense,2025-07,Tuesday,False,False,False,False,False
TXN01228,2025-07-15,Procurement,Contractor Payment,Local Contractor Pvt Ltd,256900.0,CC-PRO-1,EMP1017,Contractor Payment - routine procurement expense,2025-07,Tuesday,False,False,False,False,False
TXN00983,2025-07-16,Maintenance,IT Services & Software,Microsoft India,52300.0,CC-MAI-2,EMP1011,IT Services & Software - routine maintenance expense,2025-07,Wednesday,False,False,False,False,False
TXN01252,2025-07-16,Hse,IT Services & Software,Wipro,147600.0,CC-HSE-1,EMP1030,IT Services & Software - routine hse expense,2025-07,Wednesday,False,False,False,False,False
TXN01581,2025-07-16,Logistics,Equipment Maintenance,Schlumberger,402600.0,CC-LOG-2,EMP1048,Equipment Maintenance - routine logistics expense,2025-07,Wednesday,False,False,False,False,False
TXN00652,2025-07-16,Logistics,Fuel & POL,BPCL,70700.0,CC-LOG-3,EMP1025,Fuel & POL - routine logistics expense,2025-07,Wednesday,False,False,False,False,False
TXN01249,2025-07-16,Procurement,Travel & Conveyance,Air India,25000.0,CC-PRO-2,EMP1042,Travel & Conveyance - routine procurement expense,2025-07,Wednesday,False,False,False,False,False
TXN01697,2025-07-16,Maintenance,Catering & Hospitality,Taj Catering Services,8100.0,CC-MAI-2,EMP1008,Catering & Hospitality - routine maintenance expense,2025-07,Wednesday,False,False,False,False,False
